i,t,Capacity
458,5,150000
458,6,150000
458,7,150000
458,8,150000
458,9,150000
458,10,150000
458,11,150000
458,12,150000
459,1,118182
459,2,118182
459,3,118182
459,4,118182
459,5,118182
459,6,118182
459,7,118182
459,8,118182
459,9,118182
459,10,118182
459,11,118182
459,12,118182
460,1,62121
460,2,62121
460,3,62121
460,4,62121
460,5,62121
460,6,62121
460,7,62121
460,8,62121
460,9,62121
460,10,62121
460,11,62121
460,12,62121
461,1,104545
461,2,104545
461,3,104545
461,4,104545
461,5,104545
461,6,104545
461,7,104545
461,8,104545
461,9,104545
461,10,104545
461,11,104545
461,12,104545
462,1,150000
462,2,150000
462,3,150000
462,4,150000
462,5,150000
462,6,150000
462,7,150000
462,8,150000
462,9,150000
462,10,150000
462,11,150000
462,12,150000
463,1,104545
463,2,104545
463,3,104545
463,4,104545
463,5,104545
463,6,104545
463,7,104545
463,8,104545
463,9,104545
463,10,104545
463,11,104545
463,12,104545
464,1,104545
464,2,104545
464,3,104545
464,4,104545
464,5,104545
464,6,104545
464,7,104545
464,8,104545
464,9,104545
464,10,104545
464,11,104545
464,12,104545
465,1,37879
465,2,37879
465,3,37879
465,4,37879
465,5,37879
465,6,37879
465,7,37879
465,8,37879
465,9,37879
465,10,37879
465,11,37879
465,12,37879
466,1,37879
466,2,37879
466,3,37879
466,4,37879
466,5,37879
466,6,37879
466,7,37879
466,8,37879
466,9,37879
466,10,37879
466,11,37879
466,12,37879
467,1,69697
467,2,69697
467,3,69697
467,4,69697
467,5,69697
467,6,69697
467,7,69697
467,8,69697
467,9,69697
467,10,69697
467,11,69697
467,12,69697
468,1,37879
468,2,37879
468,3,37879
468,4,37879
468,5,37879
468,6,37879
468,7,37879
468,8,37879
468,9,37879
468,10,37879
468,11,37879
468,12,37879
469,1,104545
469,2,104545
469,3,104545
469,4,104545
469,5,104545
469,6,104545
469,7,104545
469,8,104545
469,9,104545
469,10,104545
469,11,104545
469,12,104545
470,1,136364
470,2,136364
470,3,136364
470,4,136364
470,5,136364
470,6,136364
470,7,136364
470,8,136364
470,9,136364
470,10,136364
470,11,136364
470,12,136364
471,1,37879
471,2,37879
471,3,37879
471,4,37879
471,5,37879
471,6,37879
471,7,37879
471,8,37879
471,9,37879
471,10,37879
471,11,37879
471,12,37879
472,1,37879
472,2,37879
472,3,37879
472,4,37879
472,5,37879
472,6,37879
472,7,37879
472,8,37879
472,9,37879
472,10,37879
472,11,37879
472,12,37879
473,1,13636
473,2,13636
473,3,13636
473,4,13636
473,5,13636
473,6,13636
473,7,13636
473,8,13636
473,9,13636
473,10,13636
473,11,13636
473,12,13636
474,1,104545
474,2,104545
474,3,104545
474,4,104545
474,5,104545
474,6,104545
474,7,104545
474,8,104545
474,9,104545
474,10,104545
474,11,104545
474,12,104545
475,1,37879
475,2,37879
475,3,37879
475,4,37879
475,5,37879
475,6,37879
475,7,37879
475,8,37879
475,9,37879
475,10,37879
475,11,37879
475,12,37879
476,1,13636
476,2,13636
476,3,13636
476,4,13636
476,5,13636
476,6,13636
476,7,13636
476,8,13636
476,9,13636
476,10,13636
476,11,13636
476,12,13636
477,1,80303
477,2,80303
477,3,80303
477,4,80303
477,5,80303
477,6,80303
477,7,80303
477,8,80303
477,9,80303
477,10,80303
477,11,80303
477,12,80303
478,1,37879
478,2,37879
478,3,37879
478,4,37879
478,5,37879
478,6,37879
478,7,37879
478,8,37879
478,9,37879
478,10,37879
478,11,37879
478,12,37879
479,1,104545
479,2,104545
479,3,104545
479,4,104545
479,5,104545
479,6,104545
479,7,104545
479,8,104545
479,9,104545
479,10,104545
479,11,104545
479,12,104545
480,1,80303
480,2,80303
480,3,80303
480,4,80303
480,5,80303
480,6,80303
480,7,80303
480,8,80303
480,9,80303
480,10,80303
480,11,80303
480,12,80303
481,1,136364
481,2,136364
481,3,136364
481,4,136364
481,5,136364
481,6,136364
481,7,136364
481,8,136364
481,9,136364
481,10,136364
481,11,136364
481,12,136364
482,1,104545
482,2,104545
482,3,104545
482,4,104545
482,5,104545
482,6,104545
482,7,104545
482,8,104545
482,9,104545
482,10,104545
482,11,104545
482,12,104545
483,1,104545
483,2,104545
483,3,104545
483,4,104545
483,5,104545
483,6,104545
483,7,104545
483,8,104545
483,9,104545
483,10,104545
483,11,104545
483,12,104545
484,1,69697
484,2,69697
484,3,69697
484,4,69697
484,5,69697
484,6,69697
484,7,69697
484,8,69697
484,9,69697
484,10,69697
484,11,69697
484,12,69697
485,1,118182
485,2,118182
485,3,118182
485,4,118182
485,5,118182
485,6,118182
485,7,118182
485,8,118182
485,9,118182
485,10,118182
485,11,118182
485,12,118182
486,1,136364
486,2,136364
486,3,136364
486,4,136364
486,5,136364
486,6,136364
486,7,136364
486,8,136364
486,9,136364
486,10,136364
486,11,136364
486,12,136364
487,1,69697
487,2,69697
487,3,69697
487,4,69697
487,5,69697
487,6,69697
487,7,69697
487,8,69697
487,9,69697
487,10,69697
487,11,69697
487,12,69697
488,1,13636
488,2,13636
488,3,13636
488,4,13636
488,5,13636
488,6,13636
488,7,13636
488,8,13636
488,9,13636
488,10,13636
488,11,13636
488,12,13636
489,1,80303
489,2,80303
489,3,80303
489,4,80303
489,5,80303
489,6,80303
489,7,80303
489,8,80303
489,9,80303
489,10,80303
489,11,80303
489,12,80303
490,1,104545
490,2,104545
490,3,104545
490,4,104545
490,5,104545
490,6,104545
490,7,104545
490,8,104545
490,9,104545
490,10,104545
490,11,104545
490,12,104545
491,1,51515
491,2,51515
491,3,51515
491,4,51515
491,5,51515
491,6,51515
491,7,51515
491,8,51515
491,9,51515
491,10,51515
491,11,51515
491,12,51515
492,1,80303
492,2,80303
492,3,80303
492,4,80303
492,5,80303
492,6,80303
492,7,80303
492,8,80303
492,9,80303
492,10,80303
492,11,80303
492,12,80303
493,1,37879
493,2,37879
493,3,37879
493,4,37879
493,5,37879
493,6,37879
493,7,37879
493,8,37879
493,9,37879
493,10,37879
493,11,37879
493,12,37879
494,1,104545
494,2,104545
494,3,104545
494,4,104545
494,5,104545
494,6,104545
494,7,104545
494,8,104545
494,9,104545
494,10,104545
494,11,104545
494,12,104545
495,1,51515
495,2,51515
495,3,51515
495,4,51515
495,5,51515
495,6,51515
495,7,51515
495,8,51515
495,9,51515
495,10,51515
495,11,51515
495,12,51515
496,1,37879
496,2,37879
496,3,37879
496,4,37879
496,5,37879
496,6,37879
496,7,37879
496,8,37879
496,9,37879
496,10,37879
496,11,37879
496,12,37879
497,1,37879
497,2,37879
497,3,37879
497,4,37879
497,5,37879
497,6,37879
497,7,37879
497,8,37879
497,9,37879
497,10,37879
497,11,37879
497,12,37879
498,1,13636
498,2,13636
498,3,13636
498,4,13636
498,5,13636
498,6,13636
498,7,13636
498,8,13636
498,9,13636
498,10,13636
498,11,13636
498,12,13636
499,1,37879
499,2,37879
499,3,37879
499,4,37879
499,5,37879
499,6,37879
499,7,37879
499,8,37879
499,9,37879
499,10,37879
499,11,37879
499,12,37879
500,1,83333
500,2,83333
500,3,83333
500,4,83333
500,5,83333
500,6,83333
500,7,83333
500,8,83333
500,9,83333
500,10,83333
500,11,83333
500,12,83333
501,1,118182
501,2,118182
501,3,118182
501,4,118182
501,5,118182
501,6,118182
501,7,118182
501,8,118182
501,9,118182
501,10,118182
501,11,118182
501,12,118182
502,1,13636
502,2,13636
502,3,13636
502,4,13636
502,5,13636
502,6,13636
502,7,13636
502,8,13636
502,9,13636
502,10,13636
502,11,13636
502,12,13636
503,1,104545
503,2,104545
503,3,104545
503,4,104545
503,5,104545
503,6,104545
503,7,104545
503,8,104545
503,9,104545
503,10,104545
503,11,104545
503,12,104545
504,1,80303
504,2,80303
504,3,80303
504,4,80303
504,5,80303
504,6,80303
504,7,80303
504,8,80303
504,9,80303
504,10,80303
504,11,80303
504,12,80303
505,1,83333
505,2,83333
505,3,83333
505,4,83333
505,5,83333
505,6,83333
505,7,83333
505,8,83333
505,9,83333
505,10,83333
505,11,83333
505,12,83333
506,1,51515
506,2,51515
506,3,51515
506,4,51515
506,5,51515
506,6,51515
506,7,51515
506,8,51515
506,9,51515
506,10,51515
506,11,51515
506,12,51515
507,1,118182
507,2,118182
507,3,118182
507,4,118182
507,5,118182
507,6,118182
507,7,118182
507,8,118182
507,9,118182
507,10,118182
507,11,118182
507,12,118182
508,1,125758
508,2,125758
508,3,125758
508,4,125758
508,5,125758
508,6,125758
508,7,125758
508,8,125758
508,9,125758
508,10,125758
508,11,125758
508,12,125758
509,1,118182
509,2,118182
509,3,118182
509,4,118182
509,5,118182
509,6,118182
509,7,118182
509,8,118182
509,9,118182
509,10,118182
509,11,118182
509,12,118182
510,1,51515
510,2,51515
510,3,51515
510,4,51515
510,5,51515
510,6,51515
510,7,51515
510,8,51515
510,9,51515
510,10,51515
510,11,51515
510,12,51515
511,1,118182
511,2,118182
511,3,118182
511,4,118182
511,5,118182
511,6,118182
511,7,118182
511,8,118182
511,9,118182
511,10,118182
511,11,118182
511,12,118182
512,1,104545
512,2,104545
512,3,104545
512,4,104545
512,5,104545
512,6,104545
512,7,104545
512,8,104545
512,9,104545
512,10,104545
512,11,104545
512,12,104545
513,1,27273
513,2,27273
513,3,27273
513,4,27273
513,5,27273
513,6,27273
513,7,27273
513,8,27273
513,9,27273
513,10,27273
513,11,27273
513,12,27273
514,1,27273
514,2,27273
514,3,27273
514,4,27273
514,5,27273
514,6,27273
514,7,27273
514,8,27273
514,9,27273
514,10,27273
514,11,27273
514,12,27273
515,1,104545
515,2,104545
515,3,104545
515,4,104545
515,5,104545
515,6,104545
515,7,104545
515,8,104545
515,9,104545
515,10,104545
515,11,104545
515,12,104545
516,1,37879
516,2,37879
516,3,37879
516,4,37879
516,5,37879
516,6,37879
516,7,37879
516,8,37879
516,9,37879
516,10,37879
516,11,37879
516,12,37879
517,1,150000
517,2,150000
517,3,150000
517,4,150000
517,5,150000
517,6,150000
517,7,150000
517,8,150000
517,9,150000
517,10,150000
517,11,150000
517,12,150000
518,1,104545
518,2,104545
518,3,104545
518,4,104545
518,5,104545
518,6,104545
518,7,104545
518,8,104545
518,9,104545
518,10,104545
518,11,104545
518,12,104545
519,1,128788
519,2,128788
519,3,128788
519,4,128788
519,5,128788
519,6,128788
519,7,128788
519,8,128788
519,9,128788
519,10,128788
519,11,128788
519,12,128788
520,1,104545
520,2,104545
520,3,104545
520,4,104545
520,5,104545
520,6,104545
520,7,104545
520,8,104545
520,9,104545
520,10,104545
520,11,104545
520,12,104545
521,1,104545
521,2,104545
521,3,104545
521,4,104545
521,5,104545
521,6,104545
521,7,104545
521,8,104545
521,9,104545
521,10,104545
521,11,104545
521,12,104545
522,1,104545
522,2,104545
522,3,104545
522,4,104545
522,5,104545
522,6,104545
522,7,104545
522,8,104545
522,9,104545
522,10,104545
522,11,104545
522,12,104545
523,1,69697
523,2,69697
523,3,69697
523,4,69697
523,5,69697
523,6,69697
523,7,69697
523,8,69697
523,9,69697
523,10,69697
523,11,69697
523,12,69697
524,1,104545
524,2,104545
524,3,104545
524,4,104545
524,5,104545
524,6,104545
524,7,104545
524,8,104545
524,9,104545
524,10,104545
524,11,104545
524,12,104545
525,1,48485
525,2,48485
525,3,48485
525,4,48485
525,5,48485
525,6,48485
525,7,48485
525,8,48485
525,9,48485
525,10,48485
525,11,48485
525,12,48485
526,1,104545
526,2,104545
526,3,104545
526,4,104545
526,5,104545
526,6,104545
526,7,104545
526,8,104545
526,9,104545
526,10,104545
526,11,104545
526,12,104545
527,1,128788
527,2,128788
527,3,128788
527,4,128788
527,5,128788
527,6,128788
527,7,128788
527,8,128788
527,9,128788
527,10,128788
527,11,128788
527,12,128788
528,1,104545
528,2,104545
528,3,104545
528,4,104545
528,5,104545
528,6,104545
528,7,104545
528,8,104545
528,9,104545
528,10,104545
528,11,104545
528,12,104545
529,1,104545
529,2,104545
529,3,104545
529,4,104545
529,5,104545
529,6,104545
529,7,104545
529,8,104545
529,9,104545
529,10,104545
529,11,104545
529,12,104545
530,1,104545
530,2,104545
530,3,104545
530,4,104545
530,5,104545
530,6,104545
530,7,104545
530,8,104545
530,9,104545
530,10,104545
530,11,104545
530,12,104545
531,1,90909
531,2,90909
531,3,90909
531,4,90909
531,5,90909
531,6,90909
531,7,90909
531,8,90909
531,9,90909
531,10,90909
531,11,90909
531,12,90909
532,1,37879
532,2,37879
532,3,37879
532,4,37879
532,5,37879
532,6,37879
532,7,37879
532,8,37879
532,9,37879
532,10,37879
532,11,37879
532,12,37879
533,1,128788
533,2,128788
533,3,128788
533,4,128788
533,5,128788
533,6,128788
533,7,128788
533,8,128788
533,9,128788
533,10,128788
533,11,128788
533,12,128788
534,1,160606
534,2,160606
534,3,160606
534,4,160606
534,5,160606
534,6,160606
534,7,160606
534,8,160606
534,9,160606
534,10,160606
534,11,160606
534,12,160606
535,1,136364
535,2,136364
535,3,136364
535,4,136364
535,5,136364
535,6,136364
535,7,136364
535,8,136364
535,9,136364
535,10,136364
535,11,136364
535,12,136364
536,1,37879
536,2,37879
536,3,37879
536,4,37879
536,5,37879
536,6,37879
536,7,37879
536,8,37879
536,9,37879
536,10,37879
536,11,37879
536,12,37879
537,1,104545
537,2,104545
537,3,104545
537,4,104545
537,5,104545
537,6,104545
537,7,104545
537,8,104545
537,9,104545
537,10,104545
537,11,104545
537,12,104545
538,1,31818
538,2,31818
538,3,31818
538,4,31818
538,5,31818
538,6,31818
538,7,31818
538,8,31818
538,9,31818
538,10,31818
538,11,31818
538,12,31818
539,1,104545
539,2,104545
539,3,104545
539,4,104545
539,5,104545
539,6,104545
539,7,104545
539,8,104545
539,9,104545
539,10,104545
539,11,104545
539,12,104545
540,1,37879
540,2,37879
540,3,37879
540,4,37879
540,5,37879
540,6,37879
540,7,37879
540,8,37879
540,9,37879
540,10,37879
540,11,37879
540,12,37879
541,1,37879
541,2,37879
541,3,37879
541,4,37879
541,5,37879
541,6,37879
541,7,37879
541,8,37879
541,9,37879
541,10,37879
541,11,37879
541,12,37879
542,1,104545
542,2,104545
542,3,104545
542,4,104545
542,5,104545
542,6,104545
542,7,104545
542,8,104545
542,9,104545
542,10,104545
542,11,104545
542,12,104545
543,1,37879
543,2,37879
543,3,37879
543,4,37879
543,5,37879
543,6,37879
543,7,37879
543,8,37879
543,9,37879
543,10,37879
543,11,37879
543,12,37879
544,1,13636
544,2,13636
544,3,13636
544,4,13636
544,5,13636
544,6,13636
544,7,13636
544,8,13636
544,9,13636
544,10,13636
544,11,13636
544,12,13636
545,1,13636
545,2,13636
545,3,13636
545,4,13636
545,5,13636
545,6,13636
545,7,13636
545,8,13636
545,9,13636
545,10,13636
545,11,13636
545,12,13636
546,1,13636
546,2,13636
546,3,13636
546,4,13636
546,5,13636
546,6,13636
546,7,13636
546,8,13636
546,9,13636
546,10,13636
546,11,13636
546,12,13636
547,1,104545
547,2,104545
547,3,104545
547,4,104545
547,5,104545
547,6,104545
547,7,104545
547,8,104545
547,9,104545
547,10,104545
547,11,104545
547,12,104545
548,1,37879
548,2,37879
548,3,37879
548,4,37879
548,5,37879
548,6,37879
548,7,37879
548,8,37879
548,9,37879
548,10,37879
548,11,37879
548,12,37879
549,1,37879
549,2,37879
549,3,37879
549,4,37879
549,5,37879
549,6,37879
549,7,37879
549,8,37879
549,9,37879
549,10,37879
549,11,37879
549,12,37879
550,1,13636
550,2,13636
550,3,13636
550,4,13636
550,5,13636
550,6,13636
550,7,13636
550,8,13636
550,9,13636
550,10,13636
550,11,13636
550,12,13636
551,1,80303
551,2,80303
551,3,80303
551,4,80303
551,5,80303
551,6,80303
551,7,80303
551,8,80303
551,9,80303
551,10,80303
551,11,80303
551,12,80303
552,1,104545
552,2,104545
552,3,104545
552,4,104545
552,5,104545
552,6,104545
552,7,104545
552,8,104545
552,9,104545
552,10,104545
552,11,104545
552,12,104545
553,1,13636
553,2,13636
553,3,13636
553,4,13636
553,5,13636
553,6,13636
553,7,13636
553,8,13636
553,9,13636
553,10,13636
553,11,13636
553,12,13636
554,1,136364
554,2,136364
554,3,136364
554,4,136364
554,5,136364
554,6,136364
554,7,136364
554,8,136364
554,9,136364
554,10,136364
554,11,136364
554,12,136364
555,1,98485
555,2,98485
555,3,98485
555,4,98485
555,5,98485
555,6,98485
555,7,98485
555,8,98485
555,9,98485
555,10,98485
555,11,98485
555,12,98485
556,1,37879
556,2,37879
556,3,37879
556,4,37879
556,5,37879
556,6,37879
556,7,37879
556,8,37879
556,9,37879
556,10,37879
556,11,37879
556,12,37879
557,1,104545
557,2,104545
557,3,104545
557,4,104545
557,5,104545
557,6,104545
557,7,104545
557,8,104545
557,9,104545
557,10,104545
557,11,104545
557,12,104545
558,1,13636
558,2,13636
558,3,13636
558,4,13636
558,5,13636
558,6,13636
558,7,13636
558,8,13636
558,9,13636
558,10,13636
558,11,13636
558,12,13636
559,1,136364
559,2,136364
559,3,136364
559,4,136364
559,5,136364
559,6,136364
559,7,136364
559,8,136364
559,9,136364
559,10,136364
559,11,136364
559,12,136364
560,1,37879
560,2,37879
560,3,37879
560,4,37879
560,5,37879
560,6,37879
560,7,37879
560,8,37879
560,9,37879
560,10,37879
560,11,37879
560,12,37879
561,1,104545
561,2,104545
561,3,104545
561,4,104545
561,5,104545
561,6,104545
561,7,104545
561,8,104545
561,9,104545
561,10,104545
561,11,104545
561,12,104545
562,1,13636
562,2,13636
562,3,13636
562,4,13636
562,5,13636
562,6,13636
562,7,13636
562,8,13636
562,9,13636
562,10,13636
562,11,13636
562,12,13636
563,1,13636
563,2,13636
563,3,13636
563,4,13636
563,5,13636
563,6,13636
563,7,13636
563,8,13636
563,9,13636
563,10,13636
563,11,13636
563,12,13636
564,1,13636
564,2,13636
564,3,13636
564,4,13636
564,5,13636
564,6,13636
564,7,13636
564,8,13636
564,9,13636
564,10,13636
564,11,13636
564,12,13636
565,1,104545
565,2,104545
565,3,104545
565,4,104545
565,5,104545
565,6,104545
565,7,104545
565,8,104545
565,9,104545
565,10,104545
565,11,104545
565,12,104545
566,1,136364
566,2,136364
566,3,136364
566,4,136364
566,5,136364
566,6,136364
566,7,136364
566,8,136364
566,9,136364
566,10,136364
566,11,136364
566,12,136364
567,1,24242
567,2,24242
567,3,24242
567,4,24242
567,5,24242
567,6,24242
567,7,24242
567,8,24242
567,9,24242
567,10,24242
567,11,24242
567,12,24242
568,1,13636
568,2,13636
568,3,13636
568,4,13636
568,5,13636
568,6,13636
568,7,13636
568,8,13636
568,9,13636
568,10,13636
568,11,13636
568,12,13636
569,1,104545
569,2,104545
569,3,104545
569,4,104545
569,5,104545
569,6,104545
569,7,104545
569,8,104545
569,9,104545
569,10,104545
569,11,104545
569,12,104545
570,1,104545
570,2,104545
570,3,104545
570,4,104545
570,5,104545
570,6,104545
570,7,104545
570,8,104545
570,9,104545
570,10,104545
570,11,104545
570,12,104545
571,1,69697
571,2,69697
571,3,69697
571,4,69697
571,5,69697
571,6,69697
571,7,69697
571,8,69697
571,9,69697
571,10,69697
571,11,69697
571,12,69697
572,1,51515
572,2,51515
572,3,51515
572,4,51515
572,5,51515
572,6,51515
572,7,51515
572,8,51515
572,9,51515
572,10,51515
572,11,51515
572,12,51515
573,1,37879
573,2,37879
573,3,37879
573,4,37879
573,5,37879
573,6,37879
573,7,37879
573,8,37879
573,9,37879
573,10,37879
573,11,37879
573,12,37879
574,1,104545
574,2,104545
574,3,104545
574,4,104545
574,5,104545
574,6,104545
574,7,104545
574,8,104545
574,9,104545
574,10,104545
574,11,104545
574,12,104545
575,1,104545
575,2,104545
575,3,104545
575,4,104545
575,5,104545
575,6,104545
575,7,104545
575,8,104545
575,9,104545
575,10,104545
575,11,104545
575,12,104545
576,1,118182
576,2,118182
576,3,118182
576,4,118182
576,5,118182
576,6,118182
576,7,118182
576,8,118182
576,9,118182
576,10,118182
576,11,118182
576,12,118182
577,1,118182
577,2,118182
577,3,118182
577,4,118182
577,5,118182
577,6,118182
577,7,118182
577,8,118182
577,9,118182
577,10,118182
577,11,118182
577,12,118182
578,1,136364
578,2,136364
578,3,136364
578,4,136364
578,5,136364
578,6,136364
578,7,136364
578,8,136364
578,9,136364
578,10,136364
578,11,136364
578,12,136364
579,1,118182
579,2,118182
579,3,118182
579,4,118182
579,5,118182
579,6,118182
579,7,118182
579,8,118182
579,9,118182
579,10,118182
579,11,118182
579,12,118182
580,1,136364
580,2,136364
580,3,136364
580,4,136364
580,5,136364
580,6,136364
580,7,136364
580,8,136364
580,9,136364
580,10,136364
580,11,136364
580,12,136364
581,1,104545
581,2,104545
581,3,104545
581,4,104545
581,5,104545
581,6,104545
581,7,104545
581,8,104545
581,9,104545
581,10,104545
581,11,104545
581,12,104545
582,1,128788
582,2,128788
582,3,128788
582,4,128788
582,5,128788
582,6,128788
582,7,128788
582,8,128788
582,9,128788
582,10,128788
582,11,128788
582,12,128788
583,1,104545
583,2,104545
583,3,104545
583,4,104545
583,5,104545
583,6,104545
583,7,104545
583,8,104545
583,9,104545
583,10,104545
583,11,104545
583,12,104545
584,1,69697
584,2,69697
584,3,69697
584,4,69697
584,5,69697
584,6,69697
584,7,69697
584,8,69697
584,9,69697
584,10,69697
584,11,69697
584,12,69697
585,1,37879
585,2,37879
585,3,37879
585,4,37879
585,5,37879
585,6,37879
585,7,37879
585,8,37879
585,9,37879
585,10,37879
585,11,37879
585,12,37879
586,1,80303
586,2,80303
586,3,80303
586,4,80303
586,5,80303
586,6,80303
586,7,80303
586,8,80303
586,9,80303
586,10,80303
586,11,80303
586,12,80303
587,1,27273
587,2,27273
587,3,27273
587,4,27273
587,5,27273
587,6,27273
587,7,27273
587,8,27273
587,9,27273
587,10,27273
587,11,27273
587,12,27273
588,1,125758
588,2,125758
588,3,125758
588,4,125758
588,5,125758
588,6,125758
588,7,125758
588,8,125758
588,9,125758
588,10,125758
588,11,125758
588,12,125758
589,1,13636
589,2,13636
589,3,13636
589,4,13636
589,5,13636
589,6,13636
589,7,13636
589,8,13636
589,9,13636
589,10,13636
589,11,13636
589,12,13636
590,1,104545
590,2,104545
590,3,104545
590,4,104545
590,5,104545
590,6,104545
590,7,104545
590,8,104545
590,9,104545
590,10,104545
590,11,104545
590,12,104545
591,1,118182
591,2,118182
591,3,118182
591,4,118182
591,5,118182
591,6,118182
591,7,118182
591,8,118182
591,9,118182
591,10,118182
591,11,118182
591,12,118182
592,1,51515
592,2,51515
592,3,51515
592,4,51515
592,5,51515
592,6,51515
592,7,51515
592,8,51515
592,9,51515
592,10,51515
592,11,51515
592,12,51515
593,1,118182
593,2,118182
593,3,118182
593,4,118182
593,5,118182
593,6,118182
593,7,118182
593,8,118182
593,9,118182
593,10,118182
593,11,118182
593,12,118182
594,1,118182
594,2,118182
594,3,118182
594,4,118182
594,5,118182
594,6,118182
594,7,118182
594,8,118182
594,9,118182
594,10,118182
594,11,118182
594,12,118182
595,1,13636
595,2,13636
595,3,13636
595,4,13636
595,5,13636
595,6,13636
595,7,13636
595,8,13636
595,9,13636
595,10,13636
595,11,13636
595,12,13636
596,1,118182
596,2,118182
596,3,118182
596,4,118182
596,5,118182
596,6,118182
596,7,118182
596,8,118182
596,9,118182
596,10,118182
596,11,118182
596,12,118182
597,1,51515
597,2,51515
597,3,51515
597,4,51515
597,5,51515
597,6,51515
597,7,51515
597,8,51515
597,9,51515
597,10,51515
597,11,51515
597,12,51515
598,1,136364
598,2,136364
598,3,136364
598,4,136364
598,5,136364
598,6,136364
598,7,136364
598,8,136364
598,9,136364
598,10,136364
598,11,136364
598,12,136364
599,1,118182
599,2,118182
599,3,118182
599,4,118182
599,5,118182
599,6,118182
599,7,118182
599,8,118182
599,9,118182
599,10,118182
599,11,118182
599,12,118182
600,1,83333
600,2,83333
600,3,83333
600,4,83333
600,5,83333
600,6,83333
600,7,83333
600,8,83333
600,9,83333
600,10,83333
600,11,83333
600,12,83333
601,1,37879
601,2,37879
601,3,37879
601,4,37879
601,5,37879
601,6,37879
601,7,37879
601,8,37879
601,9,37879
601,10,37879
601,11,37879
601,12,37879
602,1,45455
602,2,45455
602,3,45455
602,4,45455
602,5,45455
602,6,45455
602,7,45455
602,8,45455
602,9,45455
602,10,45455
602,11,45455
602,12,45455
603,1,13636
603,2,13636
603,3,13636
603,4,13636
603,5,13636
603,6,13636
603,7,13636
603,8,13636
603,9,13636
603,10,13636
603,11,13636
603,12,13636
604,1,37879
604,2,37879
604,3,37879
604,4,37879
604,5,37879
604,6,37879
604,7,37879
604,8,37879
604,9,37879
604,10,37879
604,11,37879
604,12,37879
605,1,51515
605,2,51515
605,3,51515
605,4,51515
605,5,51515
605,6,51515
605,7,51515
605,8,51515
605,9,51515
605,10,51515
605,11,51515
605,12,51515
606,1,59091
606,2,59091
606,3,59091
606,4,59091
606,5,59091
606,6,59091
606,7,59091
606,8,59091
606,9,59091
606,10,59091
606,11,59091
606,12,59091
